,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,full_text,full_text_cleaned,scores_sum,sentences,scores
868,868,3.0,0.3698,"drive, full, level, 2, musk, elon, year, call, 5, claim","['got', 'caught', 'lie', 'say', 'court', 'rule', 'use', 'phrase', 'includ', 'full', 'potenti', 'drive', 'inclus', 'phrase', 'suggest', 'custom', 'vehicl', 'drive', 'without', 'human', 'intervent']","@Visheshrr @SwingTraderMac @MilMileBattery @McDonalds @Apple @Ciroc @Tesla Because they got caught in a lie.

Saying this ""The court ruled that Tesla can’t use phrases including ""full potential for autonomous driving"" and ""AutoPilot inclusive"" as those phrases suggest to customers that the vehicles can drive on their own without any human intervention""",got caught lie say court rule use phrase includ full potenti drive inclus phrase suggest custom vehicl drive without human intervent,-0.982,"['Because they got caught in a lie.', 'Saying this ""The court ruled that Tesla can’t use phrases including ""full potential for autonomous driving"" and ""AutoPilot inclusive"" as those phrases suggest to customers that the vehicles can drive on their own without any human intervention""']","[-0.992, -0.973]"
869,869,0.0,0.2688,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['nah', 'lie', 'clear', 'want', 'think', 'complet', 'call', 'cri', 'loud', 'call', 'keep', 'fuck', 'hand', 'wheel', 'pilot']","@LinkofHyrule89 Nah, that's a lie. Tesla is very clear that they want you to THINK it's completely autonomous. they call it ""autopilot"" for crying out loud. They don't call it ""keep your fucking hands on the wheel""-pilot.",nah lie clear want think complet call cri loud call keep fuck hand wheel pilot,-0.907,"[""Nah, that's a lie."", ""Tesla is very clear that they want you to THINK it's completely autonomous."", 'they call it ""autopilot"" for crying out loud.', 'They don\'t call it ""keep your fucking hands on the wheel""-pilot.']","[-0.998, -0.719, -0.984, -0.925]"
870,870,4.0,0.2203,"car, vehicl, featur, make, road, requir, mile, current, accid, 1","['call', 'fact', 'semi', 'drive', 'system', 'guid', 'car', 'limit', 'circumst']",“What Tesla calls Autopilot is in fact a semi-autonomous driving system that can guide a car under limited circumstances” https://t.co/bhP4sVL4Yf,call fact semi drive system guid car limit circumst,0.9,['“What Tesla calls Autopilot is in fact a semi-autonomous driving system that can guide a car under limited circumstances”'],[0.9]
871,871,0.0,0.2281,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['articl', 'american', 'freedom', 'vehicl', 'instruct', 'quit', 'clear']","@KetanJ0 To me, this article is more about Americans and their Freedoms than about Tesla or autonomous vehicles. The autopilot instructions are quite clear.",articl american freedom vehicl instruct quit clear,0.001,"['To me, this article is more about Americans and their Freedoms than about Tesla or autonomous vehicles.', 'The autopilot instructions are quite clear.']","[-0.994, 0.996]"
872,872,3.0,0.2598,"drive, full, level, 2, musk, elon, year, call, 5, claim","['nobodi', 'say', 'need', 'disabl', 'ada', 'car', 'use', 'problem', 'mislead', 'market', 'peopl', 'give', 'custom', 'illus', 'robotaxi', 'behicl', 'stori', 'get', 'told', 'main', 'peopl', 'that', 'issu']","@SudeshBanskota Nobody says we need to disable autopilot

adas in all cars are useful. The problem is the misleading marketing and people giving tesla customers the illusions that they have a robotaxi / autonomous behicle. 

And this story gets told by the main people at tesla. Thats the issue",nobodi say need disabl ada car use problem mislead market peopl give custom illus robotaxi behicl stori get told main peopl that issu,-0.359,"['Nobody says we need to disable autopilot adas in all cars are useful.', 'The problem is the misleading marketing and people giving tesla customers the illusions that they have a robotaxi / autonomous behicle.', 'And this story gets told by the main people at tesla.', 'Thats the issue']","[-0.791, -1.0, 0.996, -0.64]"
873,873,1.0,0.2222,"fsd, system, semi, amp, drive, tsla, softwar, safeti, compani, test","['year', 'warn', 'danger', 'artifici', 'intellig', 'done', 'enough', 'address', 'risk', 'semi']","For years @ElonMusk has warned against the dangers of artificial intelligence but hasn't done enough to address the risks of the semi-autonomous Tesla Autopilot. 
https://t.co/CfbWqD0Q2f",year warn danger artifici intellig done enough address risk semi,0.685,"[""For years has warned against the dangers of artificial intelligence but hasn't done enough to address the risks of the semi-autonomous Tesla Autopilot.""]",[0.685]
874,874,4.0,0.2537,"car, vehicl, featur, make, road, requir, mile, current, accid, 1","['heartbreak', 'good', 'remind', 'car', 'come', 'standard', 'driver', 'assist', 'featur', 'brake', 'acceler', 'steer', 'automat', 'featur', 'make', 'tesla', 'fulli', 'today']","This is heartbreaking. It is a good reminder: Tesla cars come standard with Autopilot, a driver-assistance feature that can brake, accelerate, and steer automatically. But this and other features don't make Teslas fully autonomous today.",heartbreak good remind car come standard driver assist featur brake acceler steer automat featur make tesla fulli today,0.258,"['This is heartbreaking.', 'It is a good reminder: Tesla cars come standard with Autopilot, a driver-assistance feature that can brake, accelerate, and steer automatically.', ""But this and other features don't make Teslas fully autonomous today.""]","[0.72, 0.998, -0.943]"
875,875,0.0,0.2619,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['also', 'fulli', 'yet', 'peopl', 'need', 'stop', 'treat', 'hem', 'like', 'help', 'name', 'featur']",@pro_zema @MattHatter666 @APcrash Tesla's also are not fully autonomous yet. People need to stop treating hem like they are...it didn't help that tesla named the feature autopilot,also fulli yet peopl need stop treat hem like help name featur,-0.994,"[""Tesla's also are not fully autonomous yet."", ""People need to stop treating hem like they are...it didn't help that tesla named the feature autopilot""]","[-0.988, -1.0]"
876,876,3.0,0.3281,"drive, full, level, 2, musk, elon, year, call, 5, claim","['per', 'articl', 'full', 'self', 'drive', 'name', 'new', 'mode', 'later', 'year', 'meanwhil', 'germani', 'ban', 'use', 'phrase', 'inclus', 'full', 'potenti', 'drive', 'entir']","@BobcatRobin @ZeirosLion @WeatherFox64 @WhippleMarc No, per article, ""full self-driving"" will be the name for the new mode out later this year.

Meanwhile Germany's banned Tesla from using the phrases ""autopilot inclusive"" and ""full potential for autonomous driving"" entirely.",per articl full self drive name new mode later year meanwhil germani ban use phrase inclus full potenti drive entir,-0.998,"['No, per article, ""full self-driving"" will be the name for the new mode out later this year.', 'Meanwhile Germany\'s banned Tesla from using the phrases ""autopilot inclusive"" and ""full potential for autonomous driving"" entirely.']","[-0.997, -0.998]"
877,877,2.0,0.2182,"robot, ai, crash, startup, selfdriv, tech, selfdrivingcar, autonomousvehicl, technolog, driverless","['two', 'peopl', 'kill', 'fieri', 'crash', 'one', 'drive']",Two people killed in fiery Tesla crash with no one driving https://t.co/hKDZKRTzUl https://t.co/uWIhSjRr8F,two peopl kill fieri crash one drive,-0.986,['Two people killed in fiery Tesla crash with no one driving'],[-0.986]
878,878,3.0,0.2368,"drive, full, level, 2, musk, elon, year, call, 5, claim","['sever', 'accid', 'probabl', 'caus', 'show', 'difficult', 'reqch', 'even', 'higher', 'level', 'autom', 'drive']","Several accidents probably caused by Tesla Autopilot shows how difficult is to reqch an even higher level of automation in autonomous driving 

https://t.co/AFh0w69V2I",sever accid probabl caus show difficult reqch even higher level autom drive,-0.993,['Several accidents probably caused by Tesla Autopilot shows how difficult is to reqch an even higher level of automation in autonomous driving'],[-0.993]
879,879,2.0,0.2206,"robot, ai, crash, startup, selfdriv, tech, selfdrivingcar, autonomousvehicl, technolog, driverless","['yesterday', 'news', 'expos', 'video', 'huawei', 'system', 'equip', 'three', 'self', 'develop', 'laser', 'lidar', 'drive', 'style', 'silki', 'old', 'driver', 'peopl', 'comment', 'field', 'drive', 'technolog', 'crush']","Yesterday, the news exposed a video of #Huawei's #Autopilot  system, which is equipped with three @Huawei  self-developed laser #LiDar. the driving style is as silky as an old driver. Some people comment that the field of autonomous driving technology will crush #Tesla @elonmusk https://t.co/5JoTCRNWUg",yesterday news expos video huawei system equip three self develop laser lidar drive style silki old driver peopl comment field drive technolog crush,-0.353,"[""Yesterday, the news exposed a video of Huawei's Autopilot system, which is equipped with three self-developed laser LiDar."", 'the driving style is as silky as an old driver.', 'Some people comment that the field of autonomous driving technology will crush Tesla']","[-1.0, 0.915, -0.974]"
880,880,0.0,0.3104,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['realli', 'respons', 'peopl', 'confus', 'name', 'plane', 'ship', 'fulli', 'system', 'requir', 'human', 'supervis', 'seem', 'entir', 'appropri', 'name']","@AlexRoy144 @nealboudette @SurmaJoseph @euentgunn @mrlevine That’s not really a response to people’s ‘confusion’ over the name Autopilot.

No plane or ship Autopilot is fully autonomous - all their systems require human supervision. As does Tesla. 
Autopilot seems an entirely appropriate name for what it does.",realli respons peopl confus name plane ship fulli system requir human supervis seem entir appropri name,0.005,"['That’s not really a response to people’s ‘confusion’ over the name Autopilot.', 'No plane or ship Autopilot is fully autonomous - all their systems require human supervision.', 'As does Tesla.', 'Autopilot seems an entirely appropriate name for what it does.']","[-0.999, -0.981, 1.0, 1.0]"
881,881,2.0,0.2222,"robot, ai, crash, startup, selfdriv, tech, selfdrivingcar, autonomousvehicl, technolog, driverless","['two', 'men', 'kill', 'may', 'drive', 'self', 'drive', 'mode', 'adher', 'curv', 'slam', 'tree', 'burst', 'flame', 'woodland', 'offici', 'say', 'firefight', 'say', 'call', 'figur', 'oust', 'blaze']","Two men killed after Tesla that may have been in autonomous driving or self driving mode didn’t adhere to a curve, slammed into a tree then burst into flames in the Woodlands, officials say. Firefighters say they had to call Tesla to figure out how to oust the blaze. @KPRC2 https://t.co/nmhDxKeTHT",two men kill may drive self drive mode adher curv slam tree burst flame woodland offici say firefight say call figur oust blaze,-0.969,"['Two men killed after Tesla that may have been in autonomous driving or self driving mode didn’t adhere to a curve, slammed into a tree then burst into flames in the Woodlands, officials say.', 'Firefighters say they had to call Tesla to figure out how to oust the blaze.']","[-0.999, -0.939]"
882,882,0.0,0.2778,"driver, fulli, system, peopl, assist, time, human, capabl, attent, wheel","['driver', 'seat', 'say', 'fulli', 'automat', 'tell', 'car', 'cannot', 'drive', '100', 'like', 'airplan', 'fli', 'pleas', 'pay', 'attent', 'use', 'pioneer', 'care']","...driver’s seat. tesla says that their autopilot is not fully autonomous, so that should automatically tell you that the car cannot drive itself 100% like an airplane can fly itself. please pay attention when using autopilot. we are pioneers, so be more careful.",driver seat say fulli automat tell car cannot drive 100 like airplan fli pleas pay attent use pioneer care,-0.006,"['...driver’s seat.', 'tesla says that their autopilot is not fully autonomous, so that should automatically tell you that the car cannot drive itself 100% like an airplane can fly itself.', 'please pay attention when using autopilot.', 'we are pioneers, so be more careful.']","[0.987, -1.0, -0.995, 0.986]"
